"A01"	"A02"	"A03"	"A04"	"A05"	"A06"	"A07"	"A08"	"A09"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"C19"	"C20"	"C21"	"C22"	"C23"	"C24"	"C25"	"C26"	"C27"	"C28"	"C29"	"D30"	"D31"	"D32"	"D34"	"D35"	"D36"	"D37"	"D38"	"D39"	"D40"
"HMR_4371"	0.000432054894264877	0.000287245311050519	0.000367541330658149	0.000378027741800475	0.000422176996685598	0.000201736363331037	0.000335611060179905	0.000357558512118561	0.000380082034475315	0.000385841386623019	0.000342054199125867	0.00043894980618739	0.000463689122766004	0.000450045754781862	0.000235611077398919	0.000307412541127774	0.000306279271129901	0.000331738684209558	0.000421909488953485	0.000224271848048359	0.00020927183257901	0.000390094650088559	0.000419799824160423	0.000191736937207274	0.000261495777966498	0.000320776674021734	0.000245788253793587	0.00138227279400122	0.000383173939072085	0.000510323354788297	0.000447095563594013	0.000466644747236405	0.000344470818900675	0.000367506117373932	0.000366673645669495	0.000497119428102271	0.000260545224213307	0.000429049803015967	0.000361475450402746
"HMR_4372"	0.000432054895529004	0.000287245312314992	0.000367541331922264	0.000378027743063535	0.000422176997950266	0.000201736364594789	0.000335611061443647	0.000357558513382338	0.000380082035793952	0.000385841387892655	0.000342054200390862	0.000438949807451677	0.000463689124030345	0.000450045756047073	0.000235611078634083	0.000307412542391653	0.00030627927239417	0.000331738685472664	0.000421909490217056	0.000224271849314738	0.000209271833847182	0.000390094651352665	0.000419799825425802	0.000191736938496452	0.000261495782928222	0.000320776675285745	0.000245788255103795	0.00138225116859728	0.000383173940335572	0.000510323356052167	0.00044709556485879	0.000466644748501281	0.000344470820212886	0.000367506118639176	0.000366673646933883	0.000497119429366888	0.000260545225481341	0.000429049804280517	0.000361475451668991
"HMR_4373"	-0.360648866571148	-0.324747122168394	-0.334644491468146	-0.338282887590598	-0.335867539417128	-0.347470298302596	-0.332795527430398	-0.365408105389632	-0.350467454590891	-0.345209814796152	-0.343924889149852	-0.332435603420286	-0.374727655851355	-0.351204750733882	-0.296295701568995	-0.352514499137677	-0.326793826962686	-0.337604034721636	-0.371000019513079	-0.284714765477978	-0.283115167316898	-0.363476421105118	-0.317012982640793	-0.306011026088327	-0.324855148208294	-0.320761732859286	-0.281451952147144	-0.462531998877642	-0.339635075980825	-0.382431486637629	-0.395776798412374	-0.365421726328861	-0.310593122879966	-0.363375135932419	-0.344208009319094	-0.375213737190477	-0.31118163830515	-0.366014691692913	-0.310591920262554
"HMR_4375"	-0.156229129824547	-0.137187351293416	-0.142629541024632	-0.145861228787347	-0.144829750503062	-0.145983760200532	-0.141461810300328	-0.165102533010178	-0.146799219684683	-0.152345800587352	-0.140953272859382	-0.142617864890524	-0.164640973546573	-0.152613889783394	-0.113195401223882	-0.155587824272158	-0.138544673328759	-0.144118561046654	-0.164504058031163	-0.108863662931443	-0.109396368186046	-0.15841544132771	-0.133183749037618	-0.114804469579839	-0.123038564443902	-0.13257223962102	-0.114678817147371	-0.166392891015537	-0.147329655554704	-0.174372465262014	-0.172762548672678	-0.1578957542623	-0.127647553447283	-0.155604195950107	-0.146777683010063	-0.158522612149916	-0.127656856187875	-0.157629624320623	-0.131510669095613
"HMR_4377"	4.90407388978286e-05	3.74598912984524e-05	5.33177903846366e-05	3.07288158902714e-05	5.61656693883753e-05	4.86232465603843e-05	3.98136961867978e-05	5.90176359683154e-05	6.5565001724399e-05	6.88766850813958e-05	5.23980175352957e-05	3.22212426283214e-05	4.91748948389392e-05	2.33383556878275e-05	2.20041991843989e-05	3.79154723278911e-05	4.8354128558264e-05	4.85897909562007e-05	3.83062921282415e-05	4.10991808358447e-05	4.31479203775751e-05	5.5652236310128e-05	4.24246820051683e-05	2.57357990304247e-05	2.53818891076286e-05	4.66661207545113e-05	4.39957534674204e-05	0.000589882239975098	3.82462542193472e-05	6.74002638050084e-05	5.31907643227359e-05	4.11477938969807e-05	6.0675481056634e-05	2.66233159127538e-05	4.11964995985019e-05	2.26619919836883e-05	5.75069870203513e-05	5.86650618666151e-05	5.2836886388509e-05
"HMR_4381"	-0.0387669381745996	-0.0327596406569295	-0.0360042849261783	-0.0386833718850609	-0.034462444506275	-0.0394048348042192	-0.0301774384966896	-0.0352048665661663	-0.039155471508324	-0.0442102621210155	-0.033773146454796	-0.0267017580213037	-0.0352794828748393	-0.0336109483498291	-0.0182312527211011	-0.0361799014726166	-0.0318106846159651	-0.0311083975373989	-0.0352969274487559	-0.0210214487174856	-0.0242175127302616	-0.0358838195385815	-0.0278229102539166	-0.0225068604499347	-0.0263091801257449	-0.0318474598668301	-0.0280045839293252	-0.0218887986035679	-0.0303297374935166	-0.0394912498882081	-0.0362121314179157	-0.026627730866717	-0.0311794097168794	-0.0320763714310358	-0.0260678075811508	-0.0216559115701424	-0.0261510612526	-0.0302569350734908	-0.0291328910972577
"HMR_4391"	0.162931069930215	0.149301465806373	0.151254073234575	0.159676944525286	0.153066896895572	0.168010961643486	0.149287564900462	0.157476445198246	0.158209776734896	0.15769438226497	0.158921378556837	0.145123864879184	0.161579023005657	0.151613760424485	0.14177532078607	0.162874750637927	0.152438290304211	0.152953577573592	0.163463371691022	0.132460731080883	0.140034597745561	0.165869361698792	0.145893557492844	0.145520563705031	0.156889071382168	0.150846514906855	0.133542609341711	0.199153023365936	0.151082325521793	0.166525310597038	0.175182531360127	0.158532745599783	0.141659970352111	0.16397943508203	0.150719522750052	0.15716049922424	0.137873919591206	0.159920463152879	0.144103862661625
"HMR_4394"	0.0498800608444643	0.0426974242798669	0.0434648425220993	0.0430687001169397	0.0461487210687114	0.0470920638063195	0.0429384372449582	0.0501735920492047	0.0466566798793143	0.0489665640008932	0.0461589169045031	0.0420437559638308	0.052376379943679	0.0468050171989013	0.0363920449749638	0.0473145743947959	0.0443378966034321	0.0424347611511957	0.0479571094285199	0.0307025868147453	0.0309454638311493	0.0495804315678044	0.0395948648430812	0.0342543159764002	0.0357323514968957	0.0386617690585349	0.0326718627215974	0.0406629473623303	0.0406035383330804	0.05166168725665	0.0527727433782847	0.0505217009656007	0.0376667072417763	0.0481966762007642	0.0435290699565206	0.0518552738188692	0.0399941422783686	0.0480899841924139	0.0369400183869409
"HMR_4396"	-0.0245357024465532	-0.021677955403821	-0.0224240428684563	-0.0231689369520627	-0.0239383521926575	-0.0194911135921316	-0.0225856113413901	-0.0240000753592454	-0.02224594932889	-0.022270311908022	-0.0246541184146749	-0.0225298784910773	-0.0261456175289496	-0.0242763327123192	-0.0231699083934448	-0.0248879005186116	-0.0227793498299329	-0.0230039347745894	-0.0255113754214391	-0.0153811917689356	-0.0183670523956752	-0.025741561684001	-0.0238334469167523	-0.020311751051754	-0.0236320789736954	-0.0201904559472586	-0.019144327542545	-0.0670167833354527	-0.0241487089830653	-0.0268755824458569	-0.0268127426202448	-0.0262968862397046	-0.0225685160460398	-0.0257252623403782	-0.0240156101079075	-0.0273125043746312	-0.0202938306434885	-0.0263474427554929	-0.0196812112092335
"HMR_4521"	0.000310318986918648	0.000302817246290113	0.000298308137115096	0.000111636178848315	0.000410871658568643	0.00034338288958185	0.000246541001829689	0.000337163238826604	0.000307054602032532	0.000359418406172243	0.00010795324937765	0.000301081049745382	0.000305412802372831	0.000207202761742015	0.000196474525316718	0.000208035165014364	0.000323460439287789	0.000158356642109071	0.00029828242561135	0.000194715130030104	0.000332586014009184	0.000424635115361713	0.000263780295238289	0.000312960544342493	0.000284814800361895	0.000305251861585792	0.000380144055102908	0.000619263126511911	0.000268933940423995	0.000163693302457603	0.000214001346393249	0.000275211907662222	0.000234588255051	0.000196722592658792	0.000279126058260537	0.000309316829074868	0.000243215510356521	0.000242604843572404	0.000244689032877487
"HMR_6410"	0.00317340430820254	0.00220340660615311	0.0029576335735842	0.00237005459917273	0.00206145271199937	0.00160855640537222	0.00267712968442046	0.00314566607862769	0.00235266299022032	0.00189260227805999	0.00218586576514927	0.00317726565875632	0.00374110107272251	0.00382539004091235	0.00158226080500089	0.00280425695659499	0.00293625366695062	0.00297407701871407	0.00334223601075979	0.00128510569551303	0.00146378729930257	0.00275037411940649	0.00230155188624209	0.00132053798895909	0.00155959470491744	0.00220421469727121	0.00150281063912917	0.00820564655795188	0.00309189122222705	0.00474793554407741	0.00408808822814137	0.0033412344782091	0.00178694673031685	0.00408290746494598	0.00324341586512075	0.00323418529442233	0.0027128277790485	0.00403146277095228	0.00249855552133446
"HMR_6412"	0.00317340430821502	0.00220340660616505	0.0029576335735963	0.00237005459918218	0.00206145271201342	0.00160855640538457	0.00267712968443277	0.00314566607864014	0.00235266299025927	0.00189260227807799	0.00218586576516115	0.00317726565876883	0.00374110107273435	0.0038253900409232	0.00158226080511853	0.00280425695660667	0.00293625366696244	0.00297407701872378	0.00334223601077188	0.00128510569552711	0.00146378729931865	0.00275037411941875	0.00230155188625613	0.00132053798903673	0.00155959470918041	0.0022042146972829	0.00150281063917203	0.00820564683033921	0.00309189122223934	0.00474793554408909	0.0040880882281546	0.00334123447822119	0.00178694673035217	0.00408290746495724	0.00324341586513278	0.00323418529443424	0.00271282777906426	0.00403146277096416	0.00249855552134828
"HMR_7745"	-0.0292615297361845	-0.0269972105472399	-0.029322156556978	-0.0299059637086712	-0.0287799347022558	-0.0248466222251169	-0.0290305671093864	-0.0305333008254698	-0.0285941460366223	-0.0314629532172305	-0.0307967017379348	-0.026964741241293	-0.0318346067010309	-0.0249648369544161	-0.0270341678672472	-0.0312591116722757	-0.0295043485622106	-0.0297350103653788	-0.0294873726919616	-0.0222994031281968	-0.0233743424276354	-0.0292473618021791	-0.0278088969621635	-0.0243476985013726	-0.0265793066344285	-0.0277708261395063	-0.0236768444266955	-0.0411976170369561	-0.0276225879812156	-0.0307417876624268	-0.0302610436972158	-0.0298713724248009	-0.0263239154911264	-0.0257637653761225	-0.0277782588745564	-0.02985842235497	-0.0252575896466678	-0.0299752385693393	-0.0255247751962405
"HMR_7746"	0.0232489907088043	0.0216125743619456	0.023774166031805	0.0271388210231931	0.023075564982176	0.0198925473228284	0.0241204356088743	0.0260379351421694	0.0225970499174495	0.0262917329003737	0.0234264426618403	0.0205386426380634	0.0246644824453921	0.0210477426533695	0.0171618183927631	0.0251772227133347	0.023396121614965	0.0258530577091043	0.0241437968557332	0.0117357139308304	0.0171693289721199	0.0227772439271777	0.0223552792642716	0.016156749576631	0.018229919466124	0.0213776422806927	0.0191907158860257	0.0158265621027669	0.0225713045095477	0.0252411357738432	0.0244567437954147	0.022374402565519	0.0210347739203287	0.019997066204512	0.0211767116875633	0.0221625722474316	0.0177360801330376	0.0244832886050261	0.0198361570187588
"HMR_7747"	0.00601253902737997	0.00538463618529416	0.0055479905251728	0.00276714268547795	0.00570436972007954	0.00495407490228841	0.00491013150051185	0.00449536568330015	0.00599709611917259	0.00517122031685753	0.00737025907609447	0.00642609860322937	0.00717012425563865	0.00391709430104639	0.0098723494743787	0.0060818889589407	0.00610822694724542	0.00388195265627424	0.00534357583622809	0.0105636891973667	0.00620501345551589	0.00647011787500123	0.00545361769789176	0.00819094892470348	0.00834938716914324	0.00639318385881348	0.00448612854066406	0.0253710549341873	0.00505128347166741	0.00550065188858344	0.00580429990180097	0.00749696985928181	0.00528914157079955	0.00576669917161038	0.00660154718699289	0.00769585010753812	0.00752150951363047	0.00549194996431309	0.00568861817748168
