"A01"	"A02"	"A03"	"A04"	"A05"	"A06"	"A07"	"A08"	"A09"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"D30"	"D31"	"D32"	"D34"	"D35"	"D36"	"D37"	"D38"	"D39"	"D40"
"HMR_8360"	-7.71377650766136e-09	-7.74990118540602e-09	-8.03733870835916e-09	-7.87063389403545e-09	-7.92723944534166e-09	-7.90187323286723e-09	1.18936992149514e-10	-8.11699655101569e-09	-7.91679257618696e-09	-7.8490439786969e-09	-7.89683844015842e-09	-7.86053257321919e-09	-7.95923142569091e-09	-8.0713556804458e-09	-8.01922939117978e-09	-8.04916590167254e-09	-7.85918032265007e-09	-8.10332198728452e-09	-8.01281894299035e-09	-7.87217367414049e-09	-7.80277466212193e-09	3.63459058177387e-10	-7.79355775630309e-09	-7.75230778021422e-09	-7.99414043057364e-09	-7.66223002385028e-09	-7.84283079436158e-09	-7.89916918409957e-09
"HMR_8652"	-6.80543832885392e-16	-9.57219312830493e-16	-3.27782173420343e-12	2.19654036595302e-17	-1.08452545699886e-15	-7.50626717578549e-16	3.16706627230113e-10	-1.10369753994694e-15	-6.91616866806751e-16	1.00059143490522e-14	-1.03106325158598e-15	-1.01849453152719e-15	-8.72951465564396e-16	-7.27685708182578e-16	3.47901964825175e-14	-7.15338963492745e-16	-6.96916046894814e-16	-7.90955675134879e-16	-5.45141365147646e-16	-9.52781129848555e-16	-7.01357712962686e-16	7.55879035809918e-10	-7.76314195469593e-16	-1.14197063961232e-15	-1.00014529171457e-15	-1.1737640007903e-15	-9.3227552829924e-16	-8.07257700962772e-16
"HMR_8757"	-9.02945165947215e-09	-9.00381318896598e-09	-9.12452247557765e-09	-9.04406066954108e-09	-9.11198463865901e-09	-9.03871533399801e-09	1.18917518928022e-10	-9.13134456952946e-09	-9.08656697998501e-09	-9.08644978576548e-09	-9.00864470597087e-09	-9.05551248524626e-09	-9.08308917798056e-09	-9.1024345601134e-09	-9.1124977346495e-09	-9.10233467878394e-09	-9.16365963759777e-09	-9.12182927810715e-09	-9.07594014299111e-09	-9.15722063016139e-09	-9.05259913737733e-09	3.64014343607251e-10	-9.06053291656016e-09	-9.03322025634474e-09	-9.4505468192942e-09	-9.1706384717474e-09	-9.07591166546127e-09	-9.06194933548229e-09
"HMR_3989"	-9.19165806751758e-09	-9.29455604387252e-09	-9.28268293185528e-09	-9.32398112330599e-09	-9.30188135964652e-09	-9.26046117276045e-09	1.11871932699421e-08	-9.30852247776281e-09	-9.25779722119843e-09	-9.31133241879442e-09	-9.35479346296094e-09	-9.32268596113636e-09	-9.22275217178325e-09	-9.20918332681625e-09	-9.30123011432949e-09	-9.29486960352183e-09	-9.30394262256634e-09	-9.28363202909413e-09	-9.27541802941452e-09	-9.25194534064601e-09	-9.19303612974537e-09	1.26769333359487e-08	-9.21122515302481e-09	-9.28597979786139e-09	-9.17100786725516e-09	-9.28932562888264e-09	-9.25275126356236e-09	-9.35162180386561e-09
"HMR_4122"	0.00709713517659402	0.00732968505888579	0.00895772213521957	0.00743514305021468	0.00766887567525103	0.00587457344491389	0.0367000734668916	0.00701482328425327	0.00643567268384403	0.00607237407281513	0.00793479398495367	0.00736234662561356	0.00795143960207169	0.0067297350861397	0.00790159440078473	0.00766103906867782	0.00724162529821531	0.00743578940107322	0.00721330703809916	0.00776492665097817	0.00763357751998936	0.0365860046160832	0.007106872399328	0.00764670382871639	0.00828526188472978	0.00616379839034589	0.00757770977844297	0.00593811742089008
"HMR_4837"	-5.70755831900652e-09	-5.7122811424478e-09	-5.90780485101782e-09	-5.53417563091495e-09	-5.90710133801145e-09	-4.93011674704118e-09	1.44109752390893e-10	-5.64796787836435e-09	-5.72799849379299e-09	-5.64958520445023e-09	-5.79577134387182e-09	-5.97658486208738e-09	-5.74088017150662e-09	-5.49016052498585e-09	-5.99769919381772e-09	-5.54548482978135e-09	-5.4208210172155e-09	-5.51653669971887e-09	-5.69742649867702e-09	-5.61766509469666e-09	-5.36469668646716e-09	4.19518483472921e-10	-5.72700407587883e-09	-5.81428568940331e-09	-5.42724971885861e-09	-5.66388476445075e-09	-5.70998597624338e-09	-5.84217734867286e-09
"HMR_5395"	0.000797504663556466	0.000978986429625113	0.000821219591635339	0.000879092302353709	0.000979821214445019	0.000990451302097424	0.000596027391780298	0.000904120593504773	0.000948469955714353	0.000878807477525166	0.000963590675753338	0.000842339663667716	0.000905775944900579	0.000983858391749685	0.00105494143192913	0.000741239928445088	0.000847801901510007	0.00077464476878796	0.000824097618972629	0.000800933387365286	0.000772457185353963	0.000611637310297471	0.00130621396520384	0.000768526210068714	0.000947668482358277	0.000955665407075719	0.000849578371052285	0.000885729804044528
"HMR_5396"	0.000797504663529286	0.000978986429626235	0.00082121959956427	0.000879092302235646	0.000979821214446463	0.000990451302099081	0.000596023914034832	0.00090412059350549	0.000948469955715538	0.000878807477525806	0.000963590675753607	0.000842339663668311	0.000905775944901211	0.00098385839174715	0.00105494140549228	0.000741239928449967	0.000847801901511464	0.000774644768789736	0.000824097618974852	0.000800933387366354	0.000772457185355853	0.000611637496837395	0.00130621396520481	0.000768526210070826	0.000947668482358915	0.000955665407076195	0.000849578371053245	0.000885729804042306
"HMR_9727"	0.000234150539710056	0.000190934936523083	0.000218834853282232	0.000215510423071866	0.00018476792023677	0.000210603146970983	0.000789950264666552	0.000198734860358248	0.000186123263733826	0.000222704711400402	0.000223763565783456	0.00020102048631295	0.000214726101977742	0.000209124395040504	0.000230275693027223	0.000187468045746289	0.000198266459450132	0.000171516596092279	0.000237416244035107	0.000255785091957441	0.000260746320555393	0.000800066405677757	0.000230124261919889	0.00026388360307724	0.000239439138899626	0.00022000000493915	0.000224889209295038	0.000198299395549846
"HMR_5397"	0.000797504663513295	0.000978986429640483	0.000821219625504345	0.000879092302141396	0.000979821214459835	0.000990451302112515	0.000596020436315839	0.000904120593517536	0.000948469955727197	0.000878807477577514	0.000963590675765541	0.000842339663682352	0.000905775944911077	0.000983858391754826	0.00105494137879517	0.000741239928464764	0.000847801901522602	0.00077464476880314	0.000824097618986861	0.000800933387376881	0.000772457185366547	0.000611637683393827	0.00130621396521348	0.000768526210087112	0.00094766848236727	0.000955665407088384	0.000849578371064274	0.000885729804058111
"HMR_5398"	0.000797504663498291	0.00097898642965507	0.000821219649225809	0.000879092302048786	0.000979821214472534	0.000990451302125418	0.000596016958589583	0.000904120593529855	0.000948469955738258	0.000878807477627744	0.000963590675777794	0.000842339663696691	0.000905775944920559	0.00098385839176403	0.00105494135229982	0.000741239928478689	0.000847801901533152	0.000774644768815575	0.000824097618997898	0.000800933387386534	0.000772457185377462	0.000611637869945739	0.00130621396522244	0.000768526210104964	0.000947668482375746	0.000955665407100611	0.000849578371074947	0.000885729804075838
