"A01"	"A02"	"A03"	"A04"	"A05"	"A06"	"A07"	"A08"	"A09"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"D30"	"D31"	"D32"	"D34"	"D35"	"D36"	"D37"	"D38"	"D39"	"D40"
"HMR_4372"	0.000462318430692139	0.000300154314233012	0.00038709833542222	0.00038945464811551	0.000442002246389072	0.000203025605596993	0.000355204672731238	0.000381761827818861	0.0004060916115669	0.000401544412134005	0.000363790279906545	0.00046167518912969	0.000499071415775424	0.000482598008560182	0.000247097575873693	0.000321782135825947	0.000328024127670379	0.000350933584845119	0.000550159866341793	0.000468578647842796	0.000507713451582293	0.00129234820866767	0.000403170929879425	0.00039393341536838	0.00054263479163744	0.000268585068513675	0.000463606374767663	0.00037279620158773
"HMR_4373"	-0.38898358877973	-0.334669598752654	-0.348479773385108	-0.33571803140225	-0.352010031395118	-0.347381504077444	-0.346475726052621	-0.387907043360558	-0.376116984031754	-0.36021464757473	-0.36638136499749	-0.348600352044375	-0.405696224859575	-0.377729723441302	-0.317050036167117	-0.363273557613727	-0.351405326074299	-0.346767441081621	-0.411494679057493	-0.414252413413065	-0.405948591358396	-0.441410940140014	-0.407909779803771	-0.369023686496619	-0.416932415981498	-0.321619531419076	-0.397906120932606	-0.328293613906818
"HMR_4375"	-0.161134393495782	-0.135107336121597	-0.141011234795836	-0.129134791208854	-0.145070353622132	-0.141220030482582	-0.139947855438986	-0.166110622144445	-0.152765165011179	-0.152046624167756	-0.143692756671411	-0.143209780067248	-0.170156214932831	-0.156499503467634	-0.119145329814221	-0.153004646823232	-0.14235092082683	-0.140894908244241	-0.178864192527717	-0.174615414752328	-0.169347909905288	-0.168592735857075	-0.168191606808889	-0.150723354841284	-0.169697760889906	-0.120997345904881	-0.163893208712959	-0.134564103656353
"HMR_4377"	5.37615812843779e-05	4.17322894892411e-05	6.00541505892433e-05	3.77911922626446e-05	6.13632105822071e-05	5.18235928515404e-05	4.51116079710886e-05	6.64063333640051e-05	7.12340030222779e-05	7.47093863298741e-05	5.74584347955172e-05	3.53828967167653e-05	5.4376894246536e-05	2.59923051612309e-05	2.23703238342699e-05	4.24388444394196e-05	5.31916191214757e-05	5.59657440834463e-05	7.55394349958463e-05	5.76007711872959e-05	4.40807818446788e-05	0.000537344939165806	2.88972720430951e-05	4.57041637899235e-05	2.4454459973589e-05	6.43130374372481e-05	6.49235897721017e-05	5.443222609357e-05
"HMR_4381"	-0.0339377317821205	-0.0264908165294302	-0.0305530154362098	-0.0285509758074756	-0.0279097874118273	-0.0310886796632097	-0.0234143947773335	-0.028011805750274	-0.0354553423927004	-0.0344520842117031	-0.0310881262297477	-0.022028471798441	-0.0299396243156361	-0.0286962274711779	-0.0197155284353862	-0.0281595220261536	-0.0272740564289345	-0.0241986901051925	-0.0357115268746749	-0.0309027096625071	-0.0281134527149178	-0.0281280174130199	-0.0335361878084927	-0.0241101185607035	-0.0218907273352193	-0.0216076950735466	-0.0269592663723494	-0.0249438032900116
"HMR_4391"	0.168450914592812	0.146012768507469	0.149814258365902	0.145384263408251	0.152338939584945	0.161873089818081	0.146695898675794	0.158453086894324	0.16301726593843	0.156341811045935	0.162550703106902	0.145010663441419	0.168034189127523	0.156741803809343	0.148678297625925	0.159183678863253	0.155923887516418	0.148691558812401	0.172499014866086	0.177085191986577	0.171784280449308	0.198644855564284	0.178960740656028	0.155097020934677	0.169537733352875	0.133949429102293	0.167151117843669	0.146619390152938
"HMR_4394"	0.0518125696652485	0.0446436297796182	0.0452159806862958	0.0386919113578043	0.0484269584707034	0.0474554637665992	0.0427650332769502	0.0508133915141807	0.049818317968698	0.0509455976222116	0.0496920555812074	0.0457322131840895	0.0565052692922016	0.0470474463375054	0.0383469797337261	0.0483612515893811	0.0457103628561267	0.0407973185765137	0.0530228864959765	0.0528525797032177	0.0538307938824437	0.0428368337409331	0.0515313941242634	0.0461588486955855	0.0554454492947151	0.0424272224249852	0.0493110907552084	0.038626032937099
"HMR_4396"	-0.0205910495927093	-0.0179379017064231	-0.0184292001054175	-0.0217877503646444	-0.0198411129478719	-0.0165470382699759	-0.0184362503318688	-0.0194332802827002	-0.0184336813841591	-0.0176775161412777	-0.0208991366645225	-0.0187287647112045	-0.0217907631126009	-0.0199044008764488	-0.0233178294039855	-0.0205567703516783	-0.0193338350261499	-0.0186784864219628	-0.0223629356890316	-0.0231290404194563	-0.0235484614327831	-0.0456915441126166	-0.0226053340625159	-0.020546902730957	-0.0241646087774748	-0.0194412694125192	-0.0219209758298873	-0.016546454988785
"HMR_4521"	0.000136326807136793	0.000112476431623067	0.000121455859066408	3.62213179585908e-05	0.000157799059514336	0.000141665678295317	9.36879149637228e-05	0.000120596290394605	0.000134088975316199	0.000113810415744862	4.73899459908971e-05	0.000121524813432768	0.000129175969080742	8.25305856242398e-05	0.000166149129394769	8.20775740726862e-05	0.000143648480522068	5.62746111357544e-05	7.16406290789962e-05	0.000104355656637765	0.000167282152577318	0.000565934194078273	0.000108302399918551	0.000134320938308066	0.000177052559388469	0.000123859350963393	0.000103880438504263	0.000104177698940409
"HMR_6410"	0.00352299547076663	0.00227545654461664	0.00278026475455626	0.00135344819786119	0.0024232975079064	0.00203392460731321	0.00260167407605153	0.00337321124976272	0.00270989211364458	0.00259702791964117	0.00239158092488425	0.00349950445793928	0.00407371452430373	0.00417455672375167	0.00167670436010564	0.00289678933222233	0.00318283524538861	0.00267038105927918	0.00486756747121177	0.00457347852754333	0.00376771513874649	0.0186938552992774	0.00452129795688931	0.00326010916585646	0.00355145799449152	0.00235141764543865	0.00441062767124104	0.00360896786589346
"HMR_6412"	0.00352299547077873	0.00227545654462871	0.00278026475457061	0.00135344819915535	0.00242329750791858	0.00203392460732279	0.0026016740760653	0.00337321124977511	0.00270989211366473	0.00259702791965271	0.00239158092489589	0.00349950445795125	0.00407371452431561	0.00417455672376249	0.00167670436043167	0.00289678933223417	0.00318283524540039	0.00267038105929067	0.00486756747122443	0.00457347852755547	0.00376771513875838	0.0186938552724792	0.00452129795690087	0.0032601091658697	0.00355145799450378	0.00235141764553685	0.00441062767125286	0.00360896786590304
"HMR_7745"	-0.0303953098896422	-0.0281725931897593	-0.030484808380731	-0.0279720449864795	-0.0300077879664735	-0.0253685124780874	-0.0293385682494672	-0.0311645747269677	-0.0302086598718539	-0.032812357625841	-0.0328341373329432	-0.0288798290760097	-0.0338469085237545	-0.0253348601738094	-0.0283023275905196	-0.032039628652046	-0.0306199862484264	-0.0292435300918969	-0.0316052063573163	-0.0305775661642551	-0.0314521155453107	-0.0394850439021881	-0.0271559518061335	-0.0292850692174362	-0.0315045748109536	-0.0267364836229932	-0.0309392445113352	-0.0267377407065965
"HMR_7746"	0.0153337892985206	0.0123180909193611	0.0152584760735015	0.0173896683826211	0.0136335401119973	0.0127643539638193	0.0145654277269519	0.0167572802228031	0.015080643927458	0.0154630093763417	0.0146385628251948	0.0117333765127884	0.0150638604294798	0.0141874433805967	0.0161259703420426	0.0148705731494348	0.015176889305995	0.0164135345417292	0.0174438348470028	0.0177575728013773	0.0179831967231648	0.0151746284980897	0.0155449419129265	0.0139932981918001	0.016599250314259	0.0108944233085909	0.0166452160087376	0.0130119593449953
"HMR_7747"	0.0150615205911215	0.015854502270398	0.0152263323072295	0.0105823766041255	0.016374247854476	0.012604158514268	0.0147731405225151	0.0144072945041644	0.015128015944398	0.0173493482494992	0.0181955745077483	0.0171464525632212	0.0187830480942746	0.0111474167932126	0.0121763572483443	0.0171690555026109	0.0154430969424313	0.0128299955501675	0.0141613715103135	0.0128199933628777	0.0134689188221457	0.0243104154052912	0.011611009893207	0.0152917710256361	0.0149053244966945	0.0158420603143403	0.0142940285025976	0.013725781361601
"HMR_7748"	-0.00176431077179121	0.00083842452102223	-3.39926410549973e-05	-0.000288515049002236	0.00104627228237056	-0.00285363454237395	0.00295704019180978	0.00157309387235541	-0.00261665879927106	-0.000817150696410973	0.000865226379756071	0.00341782931152157	0.00194868141473939	-0.00167639616479709	0.00427215592345893	0.00193672550632984	0.00166912200380692	0.00251713242668172	-0.00204854958811582	-0.000162252401161883	0.00166525120794334	0.00567647768510096	-0.00318359470755966	0.00258090809176828	0.00479691736120805	0.00256006398502157	0.00198591667547787	0.000894912754090232
"HMR_7749"	0.0321596206614348	0.0273341686687391	0.0305188010217893	0.0282605600374555	0.0289615156841047	0.028222147020462	0.0263815280576601	0.029591480854614	0.0328253186711356	0.0336295083222536	0.0319689109531892	0.0254619997644899	0.0318982271090167	0.0270112563386084	0.0240301716666291	0.0301029031457177	0.0289508642446211	0.0267263976652169	0.0336537559454343	0.0307398185654186	0.029786864337369	0.0338085662234882	0.0303395465136948	0.0267041611256703	0.0267076574497469	0.0241764196378162	0.0289533278358592	0.0258428279525072
"HMR_8360"	-7.71328802050439e-09	-7.74713415654064e-09	-8.0569179492413e-09	-7.84691548066131e-09	-7.92605559020986e-09	-7.90696870633976e-09	-7.95958672633854e-09	-8.11770849635052e-09	-7.9002514032789e-09	-7.85730637750352e-09	-7.8972941863805e-09	-7.85814244008862e-09	-7.95672689663995e-09	-8.06920618392663e-09	-8.0197971117061e-09	-8.05013050949115e-09	-7.85755779907087e-09	-8.10610115225609e-09	-8.00858128094621e-09	-7.8702800558751e-09	-7.80257161609456e-09	1.68624578519693e-10	-7.79209699113513e-09	-7.748888201527e-09	-7.99271287406393e-09	-7.62735238428241e-09	-7.84044393353743e-09	-7.90513215585422e-09
"HMR_8652"	-5.80271275896556e-16	-8.03563898194743e-16	-7.00340262286186e-16	-5.5950566697879e-12	-9.61533783687172e-16	-1.45857892542306e-16	-9.45156560455837e-16	-9.13891001690965e-16	6.76776983891893e-15	-4.90167549504061e-16	-8.39606239097031e-16	-7.74661419996452e-16	-8.79686081497856e-16	-6.16233338458757e-16	6.67883294279811e-14	-7.68114674279466e-16	-7.15558050957301e-16	-6.33132765332726e-16	-7.11332272805969e-16	-9.43753153297631e-16	-6.50424922236588e-16	-1.67896350421171e-10	-8.02958208009224e-16	-1.09075281133502e-15	-1.03576056598932e-15	-2.85755590374104e-14	-9.2311591740943e-16	-5.59032846717178e-17
"HMR_8757"	-9.02500430703053e-09	-8.9995197983946e-09	-9.10931627493108e-09	-9.05475430805673e-09	-9.11060046339687e-09	-9.03178658545442e-09	-9.103420542255e-09	-9.129416920729e-09	-9.1002854350504e-09	-9.06981878628389e-09	-9.0056250138531e-09	-9.04956733388284e-09	-9.08254232762967e-09	-9.0996180282729e-09	-9.11405185907026e-09	-9.10296175877227e-09	-9.16352143603015e-09	-9.121213034139e-09	-9.07768134223872e-09	-9.15677044069708e-09	-9.05172177180616e-09	9.68161745468918e-11	-9.06083035933181e-09	-9.02853535807373e-09	-9.4505829112252e-09	-9.18970994886407e-09	-9.07524556459405e-09	-9.05048230805528e-09
"HMR_3989"	-9.20074425502336e-09	-9.30520814293763e-09	-9.29474698340753e-09	-9.33492556694399e-09	-9.31292261049882e-09	-9.27018309522150e-09	-9.35600513485005e-09	-9.31872838018129e-09	-9.27059087473801e-09	-9.32004378896931e-09	-9.36294620193109e-09	-9.33461124867387e-09	-9.23667498657712e-09	-9.2263563242337e-09	-9.30339833353001e-09	-9.30392275162223e-09	-9.31368117780585e-09	-9.29455296661711e-09	-9.28177433205523e-09	-9.26295698409699e-09	-9.19790787237602e-09	6.8871557830836e-09	-9.21708136993185e-09	-9.30630874704992e-09	-9.18002875826821e-09	-9.29661913671816e-09	-9.26590466309233e-09	-9.37112622377044e-09
"HMR_4122"	0.0070347930938722	0.0072183943283167	0.00661257410154225	0.0102062332901279	0.00753902590857676	0.00587313991919887	0.00680191061233492	0.00691706257970688	0.00615415449243523	0.00612160041257912	0.00788272252501832	0.00723757701301578	0.0077641182907622	0.00660724986441132	0.0111174480072929	0.00749669207515682	0.00712218868524855	0.00728025066719775	0.00710164596991909	0.00761039400759774	0.00759332894899798	0.0275118352812637	0.00703942070155834	0.00745778994385901	0.00817899410655311	0.00735180124867485	0.00741524167582193	0.00588399806123203
"HMR_4837"	-5.66875877017536e-09	-5.66655840410111e-09	-5.6576264691542e-09	-5.70073138827065e-09	-5.87220600567574e-09	-4.84607270546333e-09	-5.64676851678282e-09	-5.60280308832958e-09	-5.7944503218139e-09	-5.48511401429304e-09	-5.77104485707581e-09	-5.92216196435569e-09	-5.69889093304673e-09	-5.43158082415246e-09	-5.99910770929641e-09	-5.49739089447182e-09	-5.39166853302188e-09	-5.46040516098165e-09	-5.68278555211033e-09	-5.56856938908235e-09	-5.34979850346528e-09	-1.3946259602919e-10	-5.71320870858418e-09	-5.74618363896347e-09	-5.40225828361464e-09	-5.86030061554845e-09	-5.67350169447844e-09	-5.73423551730604e-09
"HMR_5395"	0.000803741277661988	0.000985324781285714	0.000963944977697799	0.000736910331174264	0.000985415160032473	0.000975588110214233	0.000883901025229502	0.000909526216339374	0.000941140668064345	0.000900117421423593	0.000967790653861839	0.000848208854873613	0.000915679862781436	0.000994665146059531	0.000869544896614875	0.000751193515972889	0.000853728342391064	0.000781876088037217	0.000830571945041771	0.000808871245301163	0.00077544079264859	0.00037913411079157	0.00130935925085509	0.000782035749918616	0.000953069422789786	0.00088294090320811	0.000858188240539197	0.000888892359988628
"HMR_5396"	0.000803741277664081	0.000985324781287927	0.000963944977698786	0.000736910312803563	0.000985415160034182	0.000975588110215961	0.000883901025229436	0.000909526216339398	0.000941140666056832	0.000900117421424645	0.000967790653862798	0.000848208854870361	0.000915679862782158	0.000994665146060435	0.000869544894273994	0.000751193515978006	0.000853728342392413	0.000781876088039269	0.000830571945042912	0.000808871245302324	0.000775440792649766	0.000379134093176459	0.00130935925085563	0.000782035749918979	0.000953069422789911	0.000882940902216932	0.000858188240540237	0.000888892359990556
"HMR_9727"	0.000220270770718595	0.000175314565976395	0.000203678655209019	0.000201734351625312	0.000171083007647467	0.000192525090034623	0.000205122063762281	0.000185368559098556	0.000178149611851371	0.00020105042481224	0.000214687269586219	0.000182036943856142	0.000196805813636644	0.00019146495899534	0.000204818000464842	0.000174455142761291	0.000186441230826996	0.000156961806874575	0.000228371390915887	0.00023698410706229	0.000253539251297673	0.000510740094352651	0.000222675095099556	0.000232607086209691	0.000228681637481097	0.000210641945306464	0.000207107000643648	0.000168990221971712
"HMR_5397"	0.000803741277675451	0.000985324781301512	0.000963944977715489	0.000736910298775902	0.000985415160047266	0.000975588110224032	0.000883901025243436	0.000909526216349838	0.00094114066409305	0.000900117421435387	0.000967790653874277	0.000848208854877944	0.000915679862792308	0.000994665146070647	0.000869544888577529	0.000751193515993348	0.000853728342403648	0.000781876088052096	0.000830571945055406	0.000808871245312991	0.000775440792659512	0.000379134093818556	0.00130935925086412	0.000782035749931376	0.000953069422797911	0.000882940899948644	0.000858188240551421	0.000888892359999946
"HMR_5398"	0.000803741277686451	0.000985324781314545	0.000963944977734137	0.000736910285046126	0.000985415160059436	0.00097558811023086	0.000883901025258362	0.000909526216359641	0.000941140662129625	0.000900117421445698	0.000967790653885419	0.000848208854884651	0.000915679862802159	0.000994665146081563	0.00086954488492868	0.000751193516007973	0.000853728342414385	0.000781876088063669	0.000830571945067726	0.000808871245322779	0.00077544079266922	0.00037913409311026	0.00130935925087311	0.000782035749944156	0.000953069422806249	0.000882940898528793	0.000858188240562252	0.000888892360008146
"HMR_5399"	0.000792460840347332	0.000974468384572099	0.000952148223039593	0.000729886225621366	0.000975509612303765	0.000961169303639141	0.000872871239028484	0.000898160412080849	0.000929457666996081	0.000887369634776769	0.000960918889827799	0.000841012516047584	0.000902933256973731	0.000979433917976756	0.000864060102749415	0.000741857465858536	0.000843566969218536	0.000772919982502514	0.000821711285662156	0.000800423240520838	0.000768122661740444	0.000252864979897445	0.00129384517086625	0.000775360215615183	0.000943097061158687	0.000874852517565963	0.000848421201010175	0.000879338969779259
