"A01"	"A02"	"A03"	"A04"	"A05"	"A06"	"A07"	"A08"	"A09"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"C19"	"C20"	"C21"	"C22"	"C23"	"C24"	"C25"	"C26"	"C27"	"C28"	"C29"	"D30"	"D31"	"D32"	"D34"	"D35"	"D36"	"D37"	"D38"	"D39"	"D40"	"E41"	"E42"	"E43"	"E44"	"E45"	"E46"	"E47"	"E48"	"E49"	"E50"	"E51"	"E52"	"F53"	"F54"	"F55"	"F56"	"F57"	"F58"	"F59"	"F60"	"F61"	"F62"	"G63"	"G64"	"G65"	"G66"	"G67"	"G68"	"G69"	"G70"	"G71"	"H72"	"H73"	"H74"	"H75"	"H76"	"H77"	"H78"	"H79"	"H80"	"I89"	"I90"	"I91"	"I92"	"I93"	"I94"	"I95"	"I96"	"I97"	"I98"
"HMR_4280"	556.749881356	520.581457204	534.96240012	503.851866901	565.395359248	499.51948503	557.389912557	520.7530979	705.684825384	572.728240526	535.533287545	435.587838651	409.220014357	623.935466556	248.345364734	440.245739453	498.870662898	392.142376105	459.510308457	347.224281948	324.640863333	433.199590113	386.09709999	255.095826244	272.282872968	386.738522876	379.888075323	328.062533542	514.975537281	500.760732075	567.95635299	508.302908332	498.638724774	621.203546051	429.631024165	445.043249607	498.83566505	610.582845208	446.960703336	245.107549633	331.637548179	230.495286898	290.916290871	312.50953613	230.469915843	293.278769944	326.775643933	172.307903524	309.553249811	336.681535116	275.625074278	306.997486385	156.359804802	236.460214241	266.361059967	292.433111298	274.605531815	374.562472044	269.328894293	318.487547932	298.286799852	430.947279045	375.89485982	362.943410637	410.27530651	438.213075749	371.413719829	477.095634216	306.083217318	331.66221914	307.470351597	296.633222891	241.598593901	261.645652676	280.56214372	284.094910058	203.147890376	367.89809986	197.163085685	241.289690695	267.326853774	250.246855625	219.350570776	206.593450521	190.322297023	239.882248156	254.727120574	264.392526209	262.106792257
"HMR_0153"	140.11339895	149.86101188	161.177894451	182.079983269	138.50968045	219.35879906	171.002525879	184.80264539	128.92415736	109.815295031	178.08055959	193.85075716	140.49779501	221.55588816	327.68063407	150.70428087	128.65393758	183.3129327	215.62975993	147.76867972	106.263366215	165.78906471	166.464322798	236.32052507	129.38752051	148.452779468	182.24907661	177.255456723	246.380975522	171.3815435	177.25688505	146.20976212	141.46169255	179.6772548	170.27482328	124.54874298	176.61428588	149.21701159	142.0549482	548.418537625	772.520406413	152.707802288	132.351999437	169.895436325	129.337138112	160.087015447	128.677789876	181.840844199	122.830614658	157.391887363	164.485931432	181.889697611	125.52217661	156.047275804	119.769562258	172.375961482	150.833410052	108.075978877	105.057370118	118.098625904	78.908252628	165.001952863	121.434907466	193.450405177	162.258765996	122.532653758	141.265587365	153.951434137	287.419606488	112.397608662	146.796721286	149.807730187	99.076006384	90.588482372	115.05615892	111.891919763	120.592611501	170.774275841	196.449183099	132.945315129	150.455314698	110.283333491	146.694534373	139.715626179	141.8531212	184.958094978	118.052544214	114.010809492	127.620459506
"HMR_3212"	338.230731908	565.557433007	495.612762462	658.259468137	575.967356343	479.27289152	539.163180293	424.742849119	399.35780569	356.307180233	683.745394258	499.324200133	309.805712559	327.561859221	833.779869906	443.998809915	397.356283798	603.059534107	550.684746303	1051.60973215	845.940940121	461.142078709	498.692065999	1087.6097444	912.654168277	563.739913802	771.0148436	1171.47198441	662.078101329	414.272724542	328.119016426	334.357135307	746.533976201	335.534775328	514.009502309	357.094356519	493.655376795	333.332911359	544.058130296	1234.181823	1323.357959618	819.26177681	1075.73640264	1131.471264702	1482.340595342	1390.685697493	810.367464319	654.913027387	1266.210626013	1029.888583447	1079.565219656	1013.704978675	261.468340192	1020.508735607	1175.428975807	1251.02562267	1127.479740062	1051.402481729	1056.380508437	1277.335915374	1114.579068323	1091.721748919	1193.811681542	1052.782181804	1234.699903605	1095.714219183	1264.264451838	986.212047987	776.672832762	1323.99244327	699.008954777	931.054546033	898.91588255	896.145881752	834.031190122	1065.312136631	886.248087203	813.65015445	798.227035572	1274.466501035	1191.90587176	1254.327094845	1159.424445424	1167.219565964	1195.512416683	1116.669359341	1069.519726638	1365.081435748	1340.117017929
"HMR_3797"	140.11339895	149.86101188	161.177894451	182.079983269	138.50968045	219.35879906	171.002525879	184.80264539	128.92415736	109.815295031	178.08055959	193.85075716	140.49779501	221.55588816	327.68063407	150.70428087	128.65393758	183.3129327	215.62975993	147.76867972	106.263366215	165.78906471	166.464322798	236.32052507	129.38752051	148.452779468	182.24907661	177.255456723	246.380975522	171.3815435	177.25688505	146.20976212	141.46169255	179.6772548	170.27482328	124.54874298	176.61428588	149.21701159	142.0549482	548.418537625	772.520406413	152.707802288	132.351999437	169.895436325	129.337138112	160.087015447	128.677789876	181.840844199	122.830614658	157.391887363	164.485931432	181.889697611	125.52217661	156.047275804	119.769562258	172.375961482	150.833410052	108.075978877	105.057370118	118.098625904	78.908252628	165.001952863	121.434907466	193.450405177	162.258765996	122.532653758	141.265587365	153.951434137	287.419606488	112.397608662	146.796721286	149.807730187	99.076006384	90.588482372	115.05615892	111.891919763	120.592611501	170.774275841	196.449183099	132.945315129	150.455314698	110.283333491	146.694534373	139.715626179	141.8531212	184.958094978	118.052544214	114.010809492	127.620459506
"HMR_3800"	27.93479505	28.09893973	26.85063163	32.22009129	30.22930415	35.33837959	36.74354529	38.39555771	25.52305654	26.76254043	14.53059871	29.10643183	24.41754783	22.66687164	36.457962	33.77763434	23.4518933	32.76551946	31.60418577	37.29166119	36.2073505	24.02871979	36.74731217	36.19288411	29.20443311	31.40347259	42.29697321	54.52937604	34.06971317	28.41058574	25.70122845	25.44850489	39.07560706	23.06355224	31.12871606	23.43482928	26.19958705	22.49227014	33.26736359	32.46330399	33.87313996	47.24592415	33.78345728	27.54215241	32.73720397	38.05478702	29.94502447	25.73893995	29.4334027	27.14323151	33.54381404	38.3596546	13.89864932	32.89538858	33.10395838	40.48522167	32.34045763	31.30364772	38.50830149	38.56281663	28.50220505	41.99585068	29.75994899	36.71975284	30.38019118	36.18495158	42.48302801	34.32795376	27.90654189	33.53202584	36.789945	36.6815212	34.82402022	35.69131799	31.96997664	33.82022704	25.17283108	31.65928084	30.31986111	43.20827161	42.42161129	43.00100458	38.22250259	38.66344373	43.58186726	47.7149976	45.7680633	38.4942804	44.20047827
"HMR_4105"	27.43259649	33.66571081	29.073775	27.28625574	30.89005397	55.77129151	37.17866622	42.02583847	27.13397924	30.26833447	26.96233315	26.20059169	31.65237681	22.83729925	31.45969301	28.30660906	32.31886355	31.48969392	34.19832314	48.96655816	27.9672682	30.67302488	30.13880372	42.86509854	22.88827092	29.08151886	44.49914955	46.45958814	30.3396957	19.90673695	25.70122845	15.6312914	29.23175209	18.82053079	24.2858728	22.99781615	23.73988186	23.20965962	28.15855437	42.0678318	27.31132751	50.86104763	30.9442703	31.66304264	27.39852148	34.64270169	23.4862937	52.19285045	20.45980432	32.52747171	25.96614521	39.41785197	36.48395445	27.95571108	28.36777357	28.93850654	23.4679041	32.54714322	35.07006029	27.14317302	35.37266498	29.89968274	25.93327655	27.9876165	24.79349831	27.77406819	25.89234486	27.54626025	36.26072959	24.0385432	32.8366395	37.57619245	36.7710501	28.12867592	24.88359646	33.59509239	26.62371472	35.04423539	25.82647449	34.83392801	31.6748031	28.75776963	29.4157103	29.2459152	28.25349041	30.79751256	31.38381484	35.90194139	29.53006778
"HMR_4106"	27.43259649	33.66571081	29.073775	27.28625574	30.89005397	55.77129151	37.17866622	42.02583847	27.13397924	30.26833447	26.96233315	26.20059169	31.65237681	22.83729925	31.45969301	28.30660906	32.31886355	31.48969392	34.19832314	48.96655816	27.9672682	30.67302488	30.13880372	42.86509854	22.88827092	29.08151886	44.49914955	46.45958814	30.3396957	19.90673695	25.70122845	15.6312914	29.23175209	18.82053079	24.2858728	22.99781615	23.73988186	23.20965962	28.15855437	42.0678318	27.31132751	50.86104763	30.9442703	31.66304264	27.39852148	34.64270169	23.4862937	52.19285045	20.45980432	32.52747171	25.96614521	39.41785197	36.48395445	27.95571108	28.36777357	28.93850654	23.4679041	32.54714322	35.07006029	27.14317302	35.37266498	29.89968274	25.93327655	27.9876165	24.79349831	27.77406819	25.89234486	27.54626025	36.26072959	24.0385432	32.8366395	37.57619245	36.7710501	28.12867592	24.88359646	33.59509239	26.62371472	35.04423539	25.82647449	34.83392801	31.6748031	28.75776963	29.4157103	29.2459152	28.25349041	30.79751256	31.38381484	35.90194139	29.53006778
"HMR_4107"	27.43259649	33.66571081	29.073775	27.28625574	30.89005397	55.77129151	37.17866622	42.02583847	27.13397924	30.26833447	26.96233315	26.20059169	31.65237681	22.83729925	31.45969301	28.30660906	32.31886355	31.48969392	34.19832314	48.96655816	27.9672682	30.67302488	30.13880372	42.86509854	22.88827092	29.08151886	44.49914955	46.45958814	30.3396957	19.90673695	25.70122845	15.6312914	29.23175209	18.82053079	24.2858728	22.99781615	23.73988186	23.20965962	28.15855437	42.0678318	27.31132751	50.86104763	30.9442703	31.66304264	27.39852148	34.64270169	23.4862937	52.19285045	20.45980432	32.52747171	25.96614521	39.41785197	36.48395445	27.95571108	28.36777357	28.93850654	23.4679041	32.54714322	35.07006029	27.14317302	35.37266498	29.89968274	25.93327655	27.9876165	24.79349831	27.77406819	25.89234486	27.54626025	36.26072959	24.0385432	32.8366395	37.57619245	36.7710501	28.12867592	24.88359646	33.59509239	26.62371472	35.04423539	25.82647449	34.83392801	31.6748031	28.75776963	29.4157103	29.2459152	28.25349041	30.79751256	31.38381484	35.90194139	29.53006778
"HMR_4282"	273.50989211	373.50383091	233.18303811	524.91719951	196.32528941	221.47040701	228.58352911	173.01491021	214.10169511	221.16128881	309.98610551	303.07192211	146.44069021	117.42462071	509.52942031	138.78431761	191.59285261	278.47791931	108.66904711	518.79614961	491.06602011	240.56025141	366.47183251	482.72695581	369.58929251	324.46448511	378.95151751	524.20969021	169.71579501	253.47267471	177.86881911	272.68978451	461.96162051	313.31142531	407.06208301	171.30914821	229.16253301	167.99573621	364.52856391	705.93279371	324.72104321	540.64794981	465.71270181	481.30954591	595.71638221	492.74526431	283.68732821	294.56786821	374.73746841	303.71000241	396.05949101	485.08729351	142.02682271	554.24613341	539.76061681	523.86944481	456.67033031	424.78887741	587.86284051	683.11275151	570.99644191	425.06956361	484.85866931	398.99146061	442.49054281	507.31544151	459.53472541	318.87942371	332.39002111	601.26841641	428.73194661	459.62907001	400.42060301	481.45194021	357.52088261	592.97964631	383.61363321	575.90687581	375.89068791	646.89193861	638.23314181	737.55540081	584.60204051	600.46773221	691.25122891	714.34080601	655.96047541	902.74623931	661.00872791
"HMR_4331"	140.11339895	149.86101188	161.177894451	182.079983269	138.50968045	219.35879906	171.002525879	184.80264539	128.92415736	109.815295031	178.08055959	193.85075716	140.49779501	221.55588816	327.68063407	150.70428087	128.65393758	183.3129327	215.62975993	147.76867972	106.263366215	165.78906471	166.464322798	236.32052507	129.38752051	148.452779468	182.24907661	177.255456723	246.380975522	171.3815435	177.25688505	146.20976212	141.46169255	179.6772548	170.27482328	124.54874298	176.61428588	149.21701159	142.0549482	548.418537625	772.520406413	152.707802288	132.351999437	169.895436325	129.337138112	160.087015447	128.677789876	181.840844199	122.830614658	157.391887363	164.485931432	181.889697611	125.52217661	156.047275804	119.769562258	172.375961482	150.833410052	108.075978877	105.057370118	118.098625904	78.908252628	165.001952863	121.434907466	193.450405177	162.258765996	122.532653758	141.265587365	153.951434137	287.419606488	112.397608662	146.796721286	149.807730187	99.076006384	90.588482372	115.05615892	111.891919763	120.592611501	170.774275841	196.449183099	132.945315129	150.455314698	110.283333491	146.694534373	139.715626179	141.8531212	184.958094978	118.052544214	114.010809492	127.620459506
"HMR_4459"	140.11339895	149.86101188	161.177894451	182.079983269	138.50968045	219.35879906	171.002525879	184.80264539	128.92415736	109.815295031	178.08055959	193.85075716	140.49779501	221.55588816	327.68063407	150.70428087	128.65393758	183.3129327	215.62975993	147.76867972	106.263366215	165.78906471	166.464322798	236.32052507	129.38752051	148.452779468	182.24907661	177.255456723	246.380975522	171.3815435	177.25688505	146.20976212	141.46169255	179.6772548	170.27482328	124.54874298	176.61428588	149.21701159	142.0549482	548.418537625	772.520406413	152.707802288	132.351999437	169.895436325	129.337138112	160.087015447	128.677789876	181.840844199	122.830614658	157.391887363	164.485931432	181.889697611	125.52217661	156.047275804	119.769562258	172.375961482	150.833410052	108.075978877	105.057370118	118.098625904	78.908252628	165.001952863	121.434907466	193.450405177	162.258765996	122.532653758	141.265587365	153.951434137	287.419606488	112.397608662	146.796721286	149.807730187	99.076006384	90.588482372	115.05615892	111.891919763	120.592611501	170.774275841	196.449183099	132.945315129	150.455314698	110.283333491	146.694534373	139.715626179	141.8531212	184.958094978	118.052544214	114.010809492	127.620459506
"HMR_4460"	140.11339895	149.86101188	161.177894451	182.079983269	138.50968045	219.35879906	171.002525879	184.80264539	128.92415736	109.815295031	178.08055959	193.85075716	140.49779501	221.55588816	327.68063407	150.70428087	128.65393758	183.3129327	215.62975993	147.76867972	106.263366215	165.78906471	166.464322798	236.32052507	129.38752051	148.452779468	182.24907661	177.255456723	246.380975522	171.3815435	177.25688505	146.20976212	141.46169255	179.6772548	170.27482328	124.54874298	176.61428588	149.21701159	142.0549482	548.418537625	772.520406413	152.707802288	132.351999437	169.895436325	129.337138112	160.087015447	128.677789876	181.840844199	122.830614658	157.391887363	164.485931432	181.889697611	125.52217661	156.047275804	119.769562258	172.375961482	150.833410052	108.075978877	105.057370118	118.098625904	78.908252628	165.001952863	121.434907466	193.450405177	162.258765996	122.532653758	141.265587365	153.951434137	287.419606488	112.397608662	146.796721286	149.807730187	99.076006384	90.588482372	115.05615892	111.891919763	120.592611501	170.774275841	196.449183099	132.945315129	150.455314698	110.283333491	146.694534373	139.715626179	141.8531212	184.958094978	118.052544214	114.010809492	127.620459506
"HMR_4464"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"HMR_4497"	654.23917731	622.19711971	564.40669901	868.18344501	504.35859491	743.65862401	630.34518871	674.71971141	451.00801471	580.72737621	313.53802961	640.29346971	513.22068101	614.56194821	836.86703601	608.84318021	507.53046091	760.56599561	588.71100381	759.17056541	381.00425161	433.15408121	718.62523001	1141.80209101	694.46515961	733.47092501	860.79782621	1276.89233501	882.44886571	646.19587331	671.82195231	404.84091561	522.27397051	407.75016011	521.84766821	410.02757231	475.20758791	581.76066791	610.86332381	900.90470811	1828.26282601	804.30264521	759.38214361	626.58396721	846.13081001	635.49085781	625.27740361	879.65210491	370.43014121	491.57557911	491.33604711	832.07983041	379.17252651	710.20392221	646.43989051	478.47149031	482.62254941	536.16282271	619.95309171	482.95337001	442.70250701	638.96729391	453.17161911	577.21660241	725.08748881	645.45966291	666.99985841	552.53323521	492.98594841	725.24981581	584.56479471	599.72796031	703.60097061	592.33441891	582.75725071	678.70591701	778.88269821	834.35811171	846.85639731	552.43519021	498.21825701	521.54656901	410.53988711	487.85854211	717.60634331	613.72021881	475.76991511	307.70673341	408.67463951
"HMR_4741"	57.25063614	54.25392765	55.92440661	36.38167432	63.10160756	35.71101628	57.04918874	53.42919098	68.46421477	60.04289513	74.10605336	71.9495625	34.68842112	53.85512359	60.66526471	48.23488471	54.98350247	77.8253577	55.64741017	80.02405105	77.86724616	49.46821668	66.13514901	89.91972706	62.4111868	83.1335565	123.97999681	105.37370441	49.12299797	37.63919437	34.5946694	44.27277348	49.21927488	45.53896288	63.57623462	36.76372984	53.77809972	41.35539349	54.60415505	106.99443971	64.19935426	70.93121593	93.77920653	108.60371461	83.60578243	73.70104321	123.12237811	32.17367494	94.40225498	163.83077261	80.62639638	77.46485734	27.36296584	109.80044011	126.16670071	100.80067151	98.52970698	61.20160485	108.18998991	56.3522112	108.49884741	105.11740311	77.19416925	121.13040421	120.01194981	82.41455527	117.60346551	65.02036047	107.00470201	115.40242661	61.84099306	115.77708681	114.54098661	94.99548963	82.82613164	53.45697129	105.72105421	95.37607244	66.18296551	86.68803065	76.59457594	84.18430107	97.07952432	77.25047748	48.48937131	51.59832939	50.24800601	80.84450225	80.49044107
"HMR_8078"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"HMR_9803"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"HMR_9804"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"HMR_0718"	10.92281875	13.65184337	14.84565742	16.21730295	13.99963676	16.52022667	13.00528117	14.86279654	13.08874695	11.15928808	19.5355827	16.81064545	15.76159172	9.203090749	20.04207857	16.20163525	11.27016781	12.7002633	14.52084212	21.68734907	18.5631594	15.79160184	11.76514764	25.44751552	19.44877665	19.9459632	25.36299651	24.02277902	18.18383519	12.51418658	11.2187902	11.77112493	22.48596315	12.93911492	18.46323527	12.07248782	14.68369459	15.23397659	10.33782573	27.66104009	24.47378699	24.9318861	24.00403544	29.47218961	24.88027502	26.21284381	22.76363851	15.96767571	26.56185122	13.51610813	13.53876832	22.60694378	15.20164769	22.12116446	16.19840984	26.39249172	21.8264817	16.59796175	21.08787939	21.57681407	20.47533108	23.42567736	24.22641546	26.86811184	26.87321609	26.44284924	24.47805712	21.81328223	23.37395069	30.00463091	17.87055443	18.75496026	20.9166639	20.89247883	18.20354542	26.06558919	18.45040357	18.45132091	14.32004521	20.38244229	19.06615753	20.6459082	18.07440512	17.95634245	19.83197111	17.59033957	20.92254323	20.76476581	22.84587146
"HMR_0719"	13.8732353	11.88461445	9.732427661	15.70246793	21.59825966	12.79385975	10.73298297	9.438729989	10.97441091	3.505794051	17.92107174	21.2774741	12.01498386	7.498814686	69.87776048	22.49199282	18.76980153	36.12905951	53.7808967	82.5555012	44.01858094	23.39159465	24.38139105	70.44617099	51.90509523	25.92213919	22.30019952	84.70944986	44.69360222	10.33990706	18.72518073	8.292209465	42.07373548	9.200214833	18.0651062	10.81607506	22.28641971	17.00635059	20.31502962	93.93228194	37.24271932	113.31542231	67.68162918	49.3463564	70.91382028	67.71985833	59.12222779	75.78687873	60.23079235	57.86670521	43.04115898	62.1209955	14.7673149	70.94522323	68.54311898	56.44263853	72.66621344	71.85241418	110.32934001	69.78033484	69.38484284	83.48059567	67.5586631	68.51368517	97.86907223	84.4113837	64.67646646	61.31489907	50.3917492	79.73654454	58.33142594	79.4269253	66.86656916	71.98111843	57.11362374	62.46235718	38.81113725	66.30528627	48.75534452	76.53857681	57.76409404	70.02245603	59.2154377	47.62251246	53.49785281	47.96491499	51.7251763	55.83299012	60.78606619
"HMR_1434"	14.68930796	15.33071083	15.90782592	22.86725521	23.62180598	23.53821769	18.71020004	16.4430364	17.36776037	12.29496784	34.71198578	30.57135951	11.43361367	10.39608399	77.81618769	17.62885924	13.67336536	21.68903412	17.81096756	25.08780449	21.38132881	12.46944929	20.52642779	30.02496495	29.5171144	21.62081507	28.88141618	26.21514914	20.68161474	20.67981411	26.43554926	16.58441892	24.33480901	17.39218694	19.18484419	10.32443528	24.14983273	21.77488066	16.7989668	75.299498	235.69320941	32.91008965	37.51168262	29.10704744	35.35618029	24.52687223	30.12568827	15.7293522	31.44348874	30.64021226	28.79514157	67.3879324	13.02998374	52.86886716	61.70196315	45.29037641	60.86571724	45.03616329	39.57797653	46.99843276	29.59059474	57.15865275	40.71689598	60.00544976	53.50175949	44.41430512	41.01434459	51.52688782	74.83219193	33.74976627	31.62644394	37.77500828	38.99622711	36.34420795	48.64572449	46.25266257	40.52801622	47.92033703	79.49514829	62.21239299	48.64344762	54.23281271	40.04018356	40.70741037	34.51409228	63.38289568	54.09833514	39.17167553	68.48462526
"HMR_1436"	13.18271228	12.10551807	9.436008545	9.696059437	12.5955434	7.142203264	9.282579871	15.67427106	11.12543491	11.70243927	17.27526735	18.77989249	18.34545922	9.714373568	8.134437765	15.69946385	10.93869229	13.33817607	18.38041235	3.513803951	4.7786351	15.83711077	13.26708138	7.603221107	3.814711828	8.183935288	5.872470257	6.250587169	11.19005243	18.26394798	17.0117655	14.67816387	7.995009126	17.14012626	14.15846478	14.91307318	11.44135594	16.83755307	8.444561136	11.71752393	9.044660415	4.113761214	2.781829684	3.181953223	2.115327035	2.609241735	2.845454823	10.4862348	2.44081877	3.358211678	2.020711699	4.328989243	4.34332792	3.114144521	1.973410345	3.191483382	3.549021423	3.568291459	2.444971533	2.352790905	2.584925527	2.981449855	1.927101239	2.686811193	2.976850957	2.662437918	3.807697782	2.726660287	5.510208916	2.264500456	3.227188167	3.313597227	3.115247824	3.264449825	3.754481252	3.151885074	3.433757947	4.579644407	4.913329301	3.675522388	3.040215485	3.201336628	3.763367645	2.502426456	2.746586639	3.421945848	2.324727034	2.21456098	2.331520357
"HMR_3163"	338.230731908	565.557433007	495.612762462	658.259468137	575.967356343	479.27289152	539.163180293	424.742849119	399.35780569	356.307180233	683.745394258	499.324200133	309.805712559	327.561859221	833.779869906	443.998809915	397.356283798	603.059534107	550.684746303	1051.60973215	845.940940121	461.142078709	498.692065999	1087.6097444	912.654168277	563.739913802	771.0148436	1171.47198441	662.078101329	414.272724542	328.119016426	334.357135307	746.533976201	335.534775328	514.009502309	357.094356519	493.655376795	333.332911359	544.058130296	1234.181823	1323.357959618	819.26177681	1075.73640264	1131.471264702	1482.340595342	1390.685697493	810.367464319	654.913027387	1266.210626013	1029.888583447	1079.565219656	1013.704978675	261.468340192	1020.508735607	1175.428975807	1251.02562267	1127.479740062	1051.402481729	1056.380508437	1277.335915374	1114.579068323	1091.721748919	1193.811681542	1052.782181804	1234.699903605	1095.714219183	1264.264451838	986.212047987	776.672832762	1323.99244327	699.008954777	931.054546033	898.91588255	896.145881752	834.031190122	1065.312136631	886.248087203	813.65015445	798.227035572	1274.466501035	1191.90587176	1254.327094845	1159.424445424	1167.219565964	1195.512416683	1116.669359341	1069.519726638	1365.081435748	1340.117017929
"HMR_4461"	102.00908302	145.8847468	123.18684442	168.35104954	139.70728954	182.71619108	167.27982456	80.80577883	96.90706869	104.43316051	113.50012094	121.78111863	86.04278756	72.43173268	216.64065848	131.88606831	132.79738162	181.39919443	118.47615184	278.27060246	228.66994196	113.68132958	171.67102645	284.18978445	229.32046288	209.31841904	232.24101087	357.12309921	151.73178221	106.00820593	112.67744914	72.53300456	133.01696417	63.35125093	115.5569603	98.21870171	123.20886879	92.75423968	139.01971449	273.53695189	233.91974656	321.62133051	221.54262089	226.85761522	238.62903437	267.62791664	200.67231319	336.98945441	207.90032729	183.70250443	177.72159299	228.71493115	127.69384051	206.17784349	217.81516568	192.636502	204.15745678	172.79181017	208.12820084	196.2571917	183.4616874	243.03075454	188.14014007	220.31851699	232.47982532	199.62233322	237.05638417	249.31462943	221.56372266	211.55659937	180.52083749	197.88802585	224.68724859	236.40057409	194.32284726	199.09407317	213.95697343	240.26540172	199.38878185	189.66530824	208.92643562	228.94982815	291.3665786	268.54283193	246.78888682	242.91970574	193.2429339	172.73575572	222.17572137
