"A01"	"A02"	"A03"	"A04"	"A05"	"A06"	"A07"	"A08"	"A09"	"B10"	"B11"	"B12"	"B13"	"B14"	"B15"	"B16"	"B17"	"B18"	"C19"	"C20"	"C21"	"C22"	"C23"	"C24"	"C25"	"C26"	"C27"	"C28"	"C29"	"D30"	"D31"	"D32"	"D34"	"D35"	"D36"	"D37"	"D38"	"D39"	"D40"	"E41"	"E42"	"E43"	"E44"	"E45"	"E46"	"E47"	"E48"	"E49"	"E50"	"E51"	"E52"	"F53"	"F54"	"F55"	"F56"	"F57"	"F58"	"F59"	"F60"	"F61"	"F62"	"G63"	"G64"	"G65"	"G66"	"G67"	"G68"	"G69"	"G70"	"G71"	"H72"	"H73"	"H74"	"H75"	"H76"	"H77"	"H78"	"H79"	"H80"	"I89"	"I90"	"I91"	"I92"	"I93"	"I94"	"I95"	"I96"	"I97"	"I98"
"EX_glntrpglu"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"EX_glntyrleu"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"EX_gluargleu"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"EX_gluasnleu"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"EX_gluglu"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"EX_gluilelys"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"EX_gluleu"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"EX_glumet"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"EX_glumethis"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"EX_gluthr"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"EX_gluthrlys"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"EX_glutrpala"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"EX_glyhisasn"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"EX_glyhislys"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"EX_glylyscys"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"EX_glylysphe"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"EX_glytyrlys"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"EX_glyvalhis"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"EX_hisargcys"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"EX_hisargser"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"EX_hisasp"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"EX_hiscyscys"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"EX_hisglnala"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
"EX_hisglu"	75.58088367	75.76993968	80.79891079	84.39003936	73.88008895	84.40221064	90.16672626	85.29024331	70.47786815	82.11458437	76.04346652	83.933151184	72.412886537	77.20370566	96.29018187	76.33005317	71.267237572	82.11677087	89.33956016	80.13739957	69.627163849	75.362802962	81.75525991	86.07932457	64.34981083	84.19937133	93.782337356	101.68865681	99.61144875	79.24040917	80.408128992	70.19784212	84.14747095	59.02420926	77.80934859	70.52299438	75.09554465	74.988300232	73.7171119	89.514199142	107.47184721	89.63013049	88.588369721	84.50433125	60.03499558	81.970332372	76.05945881	82.22161371	67.337882264	72.57622739	74.26115457	86.33928526	53.4229333	79.714940527	76.61765626	88.17817543	81.982394644	70.554853654	73.73117249	76.207470943	80.06466668	81.94727861	72.954546551	91.351580226	81.63911776	81.08333631	78.819343905	86.06458467	78.38716542	76.77527473	79.55018807	85.68962404	87.89449191	81.93769037	77.75514399	81.098503	76.679200139	82.765457439	68.95458716	74.074306123	78.92776456	67.82492835	81.69323895	82.50366277	71.77477118	74.648402765	79.04071884	67.53108277	69.567116843
